ID,Gender,Experience Level,Time Spent,OS,ISP,Age,Rating
2081,Male,medium,80.82,Android,HughesNet,,0
2112,Female,medium,94.45,iOS,Cox,,0
2117,Female,medium,93.69,iOS,Cox,72,0
2124,Female,medium,,iOS,Cox,56,0
2145,Female,medium,92.07,iOS,Cox,,0
2153,Female,medium,89.76,iOS,Cox,37,1
2160,,medium,,iOS,Cox,,0
2170,Male,medium,,Android,,50,0
2172,Female,medium,,iOS,,51,0
2173,Female,medium,103.74,iOS,Xfinity,62,0
2188,,medium,78.71,Android,Xfinity,53,0
2189,Female,medium,87.69,iOS,Xfinity,,0
2209,Female,medium,91.52,iOS,Xfinity,73,0
2234,Female,,91.75,iOS,Cox,69,0
2243,Female,medium,,,Xfinity,25,0
2245,,medium,85.81,iOS,AT&T,54,0
2272,Male,medium,85.36,Android,,44,0
2288,Female,,101.48,iOS,HughesNet,60,0
2292,Female,medium,,iOS,Cox,,0
2294,Female,low,95.15,iOS,HughesNet,53,0
2313,Male,medium,81.58,Android,Xfinity,58,0
2317,Male,medium,71.47,Android,Cox,43,1
2339,Male,,77.79,Android,Cox,52,1
2341,Female,,93.06,iOS,Cox,67,0
2355,,medium,,iOS,Xfinity,,0
2363,Female,medium,93.39,,HughesNet,,0
2373,Male,medium,86.02,iOS,Cox,61,0
2374,Female,medium,97.6,iOS,Xfinity,57,0
2384,Female,medium,,iOS,,54,0
2394,,medium,91.87,,Xfinity,39,0
2401,Female,medium,88.15,iOS,Xfinity,67,0
2406,Female,medium,89.72,,Cox,64,0
2423,Female,medium,,,Cox,55,0
2429,Male,,87.29,iOS,,61,0
2433,,,,iOS,Cox,,0
2480,Female,medium,105.19,iOS,Cox,42,0
2501,Female,medium,95.54,iOS,Cox,68,0
2507,Female,,105.92,iOS,Cox,68,0
2532,,medium,98.47,iOS,Cox,51,0
2536,Male,medium,78.47,Android,Cox,66,0
2537,,medium,94.68,,,55,0
2539,Female,medium,99.81,iOS,,62,0
2557,,medium,,,Cox,34,0
2558,Female,medium,,,Cox,57,0
2575,Female,medium,,,Xfinity,67,0
2582,,medium,100.02,,,73,0
2585,Female,,88.04,,Xfinity,,0
2591,Female,,,,Cox,,0
2597,Female,medium,98.42,,Xfinity,41,0
2603,Female,,97.87,iOS,,62,0
2641,,medium,97.11,,Xfinity,69,0
2661,Female,medium,,iOS,,56,0
2662,,medium,97.41,iOS,Xfinity,64,0
2685,,medium,,iOS,HughesNet,22,0
2687,Male,medium,79.95,Android,,64,0
2688,Male,medium,78.8,Android,Xfinity,60,0
2691,Female,medium,100.77,iOS,Cox,,0
2704,Male,medium,78.46,Android,Cox,,0
2708,,medium,87.04,iOS,Xfinity,,0
2716,Female,medium,88.95,iOS,Cox,64,0
2718,Male,,83.86,Android,Xfinity,65,0
2724,Female,medium,89.13,iOS,Cox,54,0
2737,,medium,86.03,,Xfinity,65,0
2744,Female,medium,94.61,iOS,Cox,,0
2747,Female,medium,,iOS,Cox,58,0
2749,Female,medium,92.63,iOS,Xfinity,59,0
2768,,,103.13,iOS,Xfinity,62,0
2772,Female,medium,88.54,,Cox,72,0
2777,Female,medium,,iOS,Xfinity,,0
2784,,high,66.87,Android,Cox,61,0
2794,,medium,,iOS,Cox,51,0
2802,Female,medium,90.38,,Cox,67,1
2805,Female,medium,90.05,,Cox,53,0
2828,Male,medium,89.05,iOS,Cox,47,0
2851,Female,medium,110.68,iOS,Cox,62,0
2852,,medium,84.06,Android,Cox,46,0
2854,Male,medium,84.99,Android,Xfinity,54,0
2862,Female,medium,88.06,iOS,,65,0
2868,Female,,89.15,iOS,Xfinity,40,0
2880,Female,,116.82,,Xfinity,64,0
2888,Female,medium,98.99,iOS,,61,0
2901,Female,medium,,iOS,Cox,52,0
2905,Male,medium,81.6,Android,Xfinity,,0
2916,Female,,87.75,iOS,AT&T,49,0
2934,Female,,92.7,iOS,Xfinity,53,0
2958,Female,medium,106.59,iOS,Xfinity,,0
2960,Male,,,Android,Cox,65,0
2991,Female,medium,95.18,iOS,,51,0
2993,Male,medium,81.03,Android,Cox,50,0
2999,Female,medium,89.97,,Xfinity,51,0
3013,Female,medium,,iOS,Cox,,0
3032,Female,,,,,59,0
3039,Female,medium,,iOS,Xfinity,52,0
3040,Male,medium,84.85,iOS,Cox,43,0
3041,Female,,91.54,iOS,Cox,,0
3085,Female,medium,88.57,iOS,Xfinity,43,0
3102,,,93.66,iOS,Xfinity,62,0
3104,Female,medium,91.42,iOS,,57,0
3114,Female,,85.46,,Xfinity,64,0
3134,Male,,78.01,,,56,0
3136,Female,medium,,iOS,Cox,63,0
3141,Male,medium,84.17,iOS,,,0
3145,,medium,98.13,iOS,Cox,55,0
3183,Male,medium,,Android,Cox,66,0
3187,,medium,,iOS,Xfinity,69,0
3188,Male,medium,85.31,iOS,HughesNet,,0
3194,Female,,93.95,iOS,,62,0
3218,Female,medium,91.91,iOS,,68,0
3232,Female,medium,,iOS,Xfinity,45,0
3235,Female,medium,103.25,iOS,Xfinity,55,0
3247,,medium,93.38,iOS,Cox,,0
3270,Male,,83.63,Android,,,0
3274,,medium,81.42,Android,Cox,61,0
3277,,medium,89.91,,Cox,71,0
3291,Female,low,99.73,iOS,Cox,,0
3294,Female,medium,94.7,iOS,Cox,72,0
3307,Female,low,111.34,iOS,,57,0
3330,Female,medium,93.28,iOS,Cox,40,0
3342,Female,medium,97.69,iOS,,62,0
3359,Female,medium,109.56,iOS,,58,0
3360,Female,medium,97.2,iOS,Xfinity,65,0
3375,,medium,89.46,iOS,Cox,67,0
3376,,,,Android,Xfinity,69,0
3379,Female,medium,104.99,iOS,,69,0
3393,Male,medium,88.55,,Xfinity,70,0
3409,Female,,93,iOS,Cox,45,0
3419,Female,medium,105.33,iOS,AT&T,45,0
3430,Female,medium,87.18,iOS,HughesNet,62,0
3469,Female,medium,106.91,iOS,HughesNet,,0
3471,Female,medium,88.01,iOS,Cox,59,0
3474,Male,,87.43,iOS,Cox,68,0
3477,Female,medium,,iOS,Cox,62,0
3481,Female,medium,102.28,iOS,Xfinity,57,0
3504,Male,medium,,,Xfinity,,0
3508,,medium,96.07,iOS,Cox,68,0
3524,Male,medium,77.65,Android,Xfinity,43,0
3543,Female,medium,,iOS,,,0
3555,Male,,,iOS,Cox,,0
3569,Female,medium,91.39,iOS,,63,0
3573,Male,medium,,Android,Cox,,0
3580,,medium,99.79,iOS,Xfinity,54,0
3594,Male,medium,,Android,Cox,,0
3597,,medium,,Android,Xfinity,74,0
3606,Male,medium,78.53,Android,HughesNet,,0
3636,Female,medium,,,,69,0
3659,,medium,83.61,Android,Xfinity,67,0
3664,Male,medium,,Android,Cox,54,0
3712,Female,,86.94,Android,Xfinity,53,0
3734,Female,,89.89,iOS,Cox,63,0
3756,Female,medium,,,Cox,65,0
3761,Male,medium,,Android,Xfinity,55,0
3772,,medium,85.28,Android,HughesNet,71,0
3774,Male,medium,,,Cox,41,0
3779,Female,medium,102.7,iOS,Cox,65,0
3801,Female,medium,102.88,iOS,,56,0
3809,,medium,101.97,iOS,HughesNet,,0
3810,Male,,96.84,Android,Xfinity,50,1
3836,Female,low,102.23,Android,Cox,,1
3854,Female,,117.98,iOS,Xfinity,42,1
3871,Female,low,103.31,Android,Cox,53,1
3873,Female,,111.61,iOS,Cox,69,1
3879,Female,low,112.88,iOS,Xfinity,47,1
3883,,low,,,Xfinity,,1
3891,Female,low,108.52,iOS,Cox,60,1
3915,Female,low,131.32,iOS,Cox,58,1
3916,Female,low,,iOS,Cox,41,1
3960,Female,low,144.95,,HughesNet,68,1
3965,Female,,109.45,iOS,,72,1
3985,Female,low,114.52,,AT&T,74,1
3987,Female,low,99.75,iOS,AT&T,59,1
3994,Female,low,97.85,iOS,Xfinity,52,1
4004,Male,medium,,Android,Cox,64,1
4012,Male,medium,85.95,,Cox,56,1
4018,Female,medium,76.98,Android,Cox,46,1
4058,Female,low,109.6,,Cox,63,1
4077,Female,low,116.65,,Cox,52,1
4082,Female,low,121.78,iOS,Xfinity,,1
4084,Female,medium,104.86,iOS,Cox,52,1
4091,Female,low,123.05,iOS,Cox,53,1
4093,Female,medium,96.81,iOS,HughesNet,68,1
4110,Female,,,Android,,65,1
4162,,,101.97,,,69,1
4173,Female,medium,97.91,,,,1
4179,Female,medium,100.16,iOS,Cox,36,1
4185,Female,low,109.96,iOS,Xfinity,37,1
4192,Female,low,121.88,iOS,Xfinity,70,1
4200,Female,,108.43,iOS,Cox,48,1
4206,Female,low,110.79,iOS,Cox,32,1
4209,Female,low,107.36,iOS,Cox,66,1
4210,Female,,,iOS,Xfinity,57,1
4213,,low,109.82,iOS,Xfinity,75,1
4217,Female,low,102.93,Android,Cox,29,1
4254,Female,low,103.4,iOS,Cox,63,1
4255,Female,low,109.25,iOS,,,1
4265,,,100.95,,HughesNet,64,1
4266,Female,low,111.02,iOS,Xfinity,63,1
4279,,medium,,iOS,Xfinity,52,1
4282,,medium,83.23,Android,HughesNet,72,1
4283,Female,,104.32,iOS,Cox,45,1
4293,Female,low,106.11,iOS,,,1
4314,Female,,111.72,iOS,Cox,48,1
4334,Female,low,121.45,,Cox,54,1
4358,,low,104.08,iOS,Xfinity,,1
4362,Female,low,122.86,iOS,,26,1
4365,Female,,117.72,iOS,Cox,45,1
4368,,low,113.8,iOS,Cox,63,1
4371,Female,low,,iOS,Cox,72,1
4374,Male,,,Android,Cox,63,1
4382,,low,103.67,,,48,1
4394,Female,low,,iOS,,56,1
4397,,,98.5,Android,Xfinity,68,1
4403,,medium,96.18,Android,Cox,74,1
4412,Female,low,111.22,,,45,1
4416,Female,low,102.41,iOS,,68,1
4448,Female,low,109.98,iOS,Cox,69,1
4451,Male,medium,87.52,Android,Cox,,1
4464,Female,,114.98,,Cox,46,1
4469,Female,medium,95.93,iOS,Xfinity,58,1
4471,,low,100.91,iOS,Cox,56,1
4479,Female,low,113.73,iOS,,73,1
4492,,low,129.98,,Xfinity,62,0
4500,Male,medium,79.53,Android,Cox,,1
4506,Female,low,112.95,,Cox,65,1
4533,Female,low,107.86,iOS,,69,1
4534,,low,101.26,Android,,66,1
4536,,,110.98,iOS,Xfinity,,1
4552,Female,low,103.09,iOS,Cox,61,1
4555,Female,,127.3,iOS,Xfinity,54,1
4567,Female,low,112.64,iOS,Cox,67,1
4571,Female,low,107.6,iOS,Cox,67,1
4588,Female,medium,101.67,iOS,Cox,68,1
4608,Female,low,110.58,iOS,Cox,66,1
4617,Male,medium,86.84,Android,Xfinity,38,1
4624,,medium,83.83,Android,,68,0
4648,Female,medium,92.48,Android,Cox,68,1
4673,Female,low,,Android,Cox,40,1
4688,Female,,100.3,iOS,Cox,56,1
4689,Female,low,127.93,iOS,Cox,40,1
4699,Female,medium,93.44,iOS,Cox,72,1
4724,Female,low,115.68,iOS,Cox,73,1
4725,Male,medium,71.67,Android,Cox,61,1
4736,Female,medium,95.35,iOS,Cox,44,1
4744,Male,,95.18,,Xfinity,64,1
4745,Female,,117.09,iOS,Xfinity,,1
4769,Male,medium,79.56,Android,Cox,,1
4775,Female,low,109.22,iOS,AT&T,,1
4785,Female,low,112.47,iOS,HughesNet,58,1
4786,Female,,113.06,iOS,HughesNet,,1
4799,Female,low,124.88,iOS,Cox,64,1
4803,Female,medium,98.75,iOS,Cox,65,1
4810,Female,low,118.69,,Cox,,1
4813,,,106.06,iOS,,70,1
4826,Female,,103.05,iOS,Cox,39,1
4830,Female,medium,88.03,,,61,1
4838,Female,low,,iOS,Cox,,1
4844,Female,low,112.68,iOS,HughesNet,,1
4857,Male,medium,99.07,Android,Cox,51,1
4873,Female,medium,93.89,iOS,Cox,65,1
4875,Female,low,109.57,,Xfinity,66,1
4884,Female,low,111.9,iOS,Cox,,1
4889,,medium,100.71,iOS,Cox,69,1
4892,Female,low,121.49,iOS,Cox,64,1
4911,,low,122.49,iOS,,54,1
4919,Female,,,iOS,,61,1
4926,Female,low,,iOS,Xfinity,45,1
4931,Female,low,125.28,,Xfinity,70,1
4937,Female,medium,96.31,iOS,Xfinity,64,1
4944,Female,low,112.23,iOS,,56,1
4954,Female,low,102.49,iOS,,72,1
4959,Female,low,100.67,iOS,,68,1
4960,,low,114.05,iOS,Cox,64,1
4988,Female,,119.85,iOS,Cox,69,1
4989,,low,117.47,iOS,Xfinity,60,1
4998,Female,,97.67,,HughesNet,59,1
4999,Female,low,118.6,iOS,Cox,47,1
5000,Female,low,104.57,,Cox,64,1
5003,Female,low,,iOS,,53,1
5004,Female,low,,iOS,Cox,61,1
5007,,low,105.05,iOS,,55,1
5022,Female,medium,87.91,,Cox,42,1
5035,Female,low,,iOS,Cox,63,1
5044,Female,low,114.77,iOS,Cox,55,1
5045,Female,low,118.03,iOS,Cox,68,1
5086,Female,low,108.79,,Cox,,1
5103,,low,114.36,iOS,,61,1
5107,Female,,82.07,Android,Cox,68,1
5124,Female,,,,Cox,51,1
5128,,low,104.44,iOS,Xfinity,,1
5138,Female,medium,,Android,Cox,63,1
5139,Female,low,121.63,iOS,Xfinity,63,1
5140,Female,low,106.95,iOS,Cox,68,1
5147,Female,low,98,Android,Cox,65,1
5158,Female,medium,102.21,,Xfinity,45,1
5163,Female,low,,,Xfinity,60,1
5166,,low,120,,Xfinity,38,1
5168,Female,,102.41,iOS,Xfinity,47,1
5177,Male,medium,85.89,Android,Cox,,1
5181,Female,low,131.6,iOS,Cox,60,1
5187,Female,,89.69,iOS,Cox,64,1
5193,,,130.47,iOS,Xfinity,73,1
5198,Female,low,116.04,iOS,Xfinity,,1
5209,,low,101.62,iOS,HughesNet,40,1
5225,Female,low,100.09,iOS,Xfinity,44,1
5235,,low,104.04,iOS,Xfinity,35,1
5260,,low,103.8,iOS,,63,1
5279,Female,,91.58,Android,Cox,43,1
5295,Male,high,76.58,Android,Cox,65,0
5300,Male,medium,99.24,Android,Xfinity,55,0
5303,,medium,,Android,Xfinity,71,0
5315,Female,medium,83.93,iOS,Cox,73,0
5329,,medium,84.85,Android,Xfinity,55,0
5335,Male,,92.3,,,68,0
5342,Male,low,,Android,Cox,54,0
5349,,medium,95.79,Android,Xfinity,49,0
5362,Male,,98.29,Android,Cox,68,0
5383,Male,medium,90.6,Android,Cox,57,0
5412,Male,medium,97.74,Android,Cox,57,0
5416,Female,medium,85.5,,Xfinity,51,0
5424,,medium,97.82,Android,Cox,42,0
5426,Male,medium,,,Cox,67,0
5433,Male,medium,,Android,Cox,48,0
5435,Male,medium,89.94,Android,Cox,65,1
5454,Male,medium,88.72,iOS,Xfinity,,0
5464,,medium,90.21,iOS,Cox,53,0
5468,Female,high,75.84,iOS,HughesNet,67,0
5476,Male,medium,93.31,iOS,,56,0
5480,Female,medium,80.41,iOS,Cox,33,0
5483,Male,low,103.52,Android,Cox,,0
5493,Male,medium,105.38,Android,Cox,65,0
5495,Male,medium,92.38,Android,Xfinity,60,0
5502,Female,medium,,iOS,Xfinity,51,0
5503,Male,high,,,Xfinity,64,0
5511,Male,,102.75,Android,AT&T,31,0
5528,Male,medium,84.14,iOS,Cox,74,0
5555,Male,medium,87.54,iOS,Xfinity,44,0
5564,Male,medium,93.54,iOS,Xfinity,66,0
5566,Male,medium,,Android,Xfinity,,0
5569,Female,high,,,,47,0
5575,,,,Android,Xfinity,74,0
5598,,medium,84.93,Android,Cox,68,0
5601,,medium,84.89,Android,Cox,64,0
5613,Male,low,,Android,Xfinity,38,0
5615,Male,,97.21,Android,,68,0
5617,Male,,99.01,Android,,,0
5653,Male,medium,92.62,Android,,60,0
5658,,,94.17,,,42,0
5659,Male,medium,96.6,iOS,Xfinity,,0
5670,,medium,93.73,iOS,Xfinity,51,0
5671,Female,medium,92.96,iOS,HughesNet,60,1
5672,Male,,85.16,Android,Xfinity,62,0
5673,Male,medium,90.77,Android,,72,0
5676,Male,medium,,Android,Cox,,0
5697,,medium,88.19,Android,Cox,58,0
5698,Female,,80.64,iOS,,,0
5708,Male,medium,93.76,Android,,,0
5716,Male,medium,87.4,,Xfinity,51,0
5726,Female,,88.74,iOS,Xfinity,,0
5727,,medium,,iOS,Cox,60,0
5775,Female,medium,,iOS,Cox,36,0
5779,Male,low,,Android,Cox,74,0
5782,Male,,,Android,,40,0
5797,,high,74.35,iOS,Xfinity,62,0
5810,Male,low,97.9,,,57,0
5815,Male,medium,94.94,,Cox,65,0
5817,,low,,Android,Xfinity,46,0
5820,Male,medium,74.92,Android,,42,0
5823,,,100.52,Android,Xfinity,59,0
5842,,medium,85.33,,,62,0
5861,Male,,107.58,Android,Xfinity,53,0
5870,Male,,104.95,iOS,,60,0
5881,,medium,83.73,Android,Cox,,0
5892,,,100.69,Android,Cox,70,0
5899,Male,medium,93.08,Android,Cox,67,0
5914,Male,medium,92.54,Android,Cox,54,0
5918,Male,medium,84.84,Android,,,0
5923,Male,medium,,,,64,0
5945,Male,medium,103.66,,Cox,70,0
5950,Male,medium,93.95,Android,AT&T,33,0
5962,Male,,79.94,Android,Cox,54,0
5973,Female,medium,89.17,iOS,Cox,42,0
5981,Male,medium,102.82,,Cox,36,0
6006,Male,medium,91.35,Android,Cox,56,0
6027,,,95.29,Android,Xfinity,,0
6036,Female,medium,,iOS,Xfinity,,0
6040,Female,medium,85.56,iOS,Xfinity,68,1
6047,Male,medium,93.87,iOS,HughesNet,63,0
6052,,,100.82,Android,Xfinity,47,0
6054,Male,medium,97.55,Android,Xfinity,70,0
6068,Male,medium,96.02,iOS,HughesNet,,0
6085,Male,,83.98,Android,Xfinity,46,0
6089,Male,medium,101.43,Android,Xfinity,58,0
6091,Female,medium,110.61,iOS,Cox,,0
6092,,medium,89.18,iOS,Cox,67,0
6095,Male,medium,,iOS,Cox,,0
6100,,,89.5,,Xfinity,45,0
6109,Female,high,82.21,iOS,Cox,46,0
6111,Male,medium,78.68,iOS,Xfinity,,0
6143,Male,medium,77.32,Android,,57,0
6149,Male,medium,98.62,Android,Cox,73,0
6151,Male,medium,82.8,Android,Cox,54,0
6153,Female,high,90.67,iOS,Cox,71,0
6156,,medium,79.83,Android,Cox,68,0
6170,Male,medium,91.84,iOS,Cox,56,0
6173,Male,high,79.06,iOS,,48,0
6177,Female,low,109.81,iOS,,,0
6182,Male,medium,89.95,iOS,Xfinity,68,0
6189,,medium,,Android,AT&T,,0
6204,,medium,92.65,Android,Cox,60,0
6209,Female,medium,98.48,,Xfinity,62,0
6215,Male,,97.13,Android,Xfinity,54,0
6221,Male,medium,,iOS,Xfinity,51,0
6222,Female,medium,92.27,iOS,Cox,68,0
6224,Male,medium,95.37,Android,Xfinity,64,0
6234,Female,,86.2,iOS,HughesNet,72,0
6244,Female,,94.01,iOS,Xfinity,69,0
6245,Female,high,76.78,iOS,Xfinity,68,0
6298,Male,medium,85.95,iOS,,65,0
6305,Male,low,99.73,Android,,,0
6317,Female,medium,80.29,,Cox,59,0
6327,,,95.1,Android,Cox,63,0
6354,Male,,104.19,iOS,Cox,58,0
6361,,medium,97.67,Android,Cox,64,0
6370,Male,,88.21,iOS,Cox,28,0
6404,Female,high,78.9,iOS,Cox,41,0
6405,Male,medium,85.82,Android,Xfinity,68,0
6413,Female,,91.2,iOS,Cox,59,0
